Parameter Name,Site_keys_x,Arithmetic Mean,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial,Dew Point,Outdoor Temperature,Solar radiation,Sulfation rate,Wind Speed - Resultant
NO2,[  34.895007 -117.024484],0.026154552,0.0,0.11,0.0,0.0,0.0,0,0,0.0,0.04,0.31,0.0,0.0,0,0.0,0,0,0,0.54,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.10374 -117.62914],0.048705317000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.19811320754700001,0.056603773584900006,0.0,0.0,0,0.0,0,0,0,0.7452830188680001,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.106122 -117.481994],0.038968026,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.109243697479,0.109243697479,0.0,0.0,0,0.176470588235,0,0,0,0.605042016807,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.523329 -117.30449 ],0.017201708,0.0,0.05,0.0,0.0,0.0,0,0,0.0,0.0,0.28,0.0,0.0,0,0.0,0,0,0,0.67,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.102234 -117.286709],0.050183317000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.39,0.0,0.0,0,0.0,0,0,0,0.3,0,0.21,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  32.79394  -116.961138],0.036107784,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.47,0.0,0.0,0,0.0,0,0,0,0.52,0,0.01,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  32.631231 -117.059075],0.024855281,0.0,0.0,0.0,0.0,0.0,0,0,0.004098360655739999,0.0,0.180327868852,0.40983606557400004,0.0,0,0.0,0,0,0,0.40573770491800004,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  32.836461 -117.128752],0.027670784,0.0,0.405940594059,0.0,0.0,0.0,0,0,0.0990099009901,0.019801980198,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.475247524752,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  32.727273 -117.154477],0.031881581,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.191082802548,0.178343949045,0.605095541401,0.0,0,0.0,0,0,0,0.0254777070064,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  33.127711 -117.075325],0.029114087,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0.0,0,0.0,0,0,0,0.54,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  33.196703 -117.346704],0.019486993,0.0,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.21,0.0,0.0,0,0.0,0,0,0,0.54,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.784  -122.4216],0.026710834,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.86,0.0,0.0,0,0.0,0,0,0,0.13,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.75493  -122.388026],0.029059066,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.38,0.0,0,0.0,0,0,0,0.0,0,0.62,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.84826  -121.446892],0.013384211000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.950741 -121.268523],0.028156284,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.133333333333,0.0,0.0,0,0.0,0,0,0,0.713333333333,0,0.0333333333333,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  35.283864 -120.655171],0.016548727,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.53,0.0,0.0,0,0.0,0,0,0,0.47,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  35.041644 -120.501   ],0.009275136,0.5714285714289999,0.0285714285714,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.4,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.482934 -122.20337 ],0.020579747,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5196078431369999,0.0,0.0,0,0.0,0,0,0,0.480392156863,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.419997 -119.70069 ],0.027398602999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.78,0.0,0.0,0,0.0,0,0,0,0.22,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.445275 -119.795139],0.018805894,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.04,0.0,0.0,0,0.03,0,0,0,0.87,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.001337 -121.514939],0.022286432000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  36.98995  -121.925792],0.012079592,0.19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.66,0.0,0.0,0,0.0,0,0,0,0.15,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  38.14325  -121.694677],0.01447757,0.0,0.0,0.37,0.0,0.0,0,0,0.1,0.0,0.27,0.0,0.0,0,0.26,0,0,0,0.0,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  38.102507 -122.237976],0.017801201000000003,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.37,0.0,0.0,0,0.0,0,0,0,0.63,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  38.442412 -122.713598],0.020324566000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.037037037037,0.888888888889,0.0,0.0,0,0.0,0,0,0,0.07407407407410001,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  37.640763 -120.999378],0.033811014,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.97,0.02,0.0,0,0.0,0,0,0,0.0,0,0.01,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  36.332179 -119.291228],0.025828478999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.91,0.0,0.0,0,0.0,0,0,0,0.09,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.278058 -118.685924],0.026405996,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.3,0.0,0.0,0,0.6,0,0,0,0.09,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[  34.274169 -119.299835],0.008422261,0.0,0.0,0.0,0.0,0.04,0,0,0.0,0.11,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.14,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[ 41.180375 -73.19289 ],0.040188136,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.58,0.14,0.0,0,0.0,0,0,0,0.28,0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
NO2,[ 41.186764 -73.175945],0.04113871,0.0,0.0,0.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.56,0,0.43,36.17081747058825,73.118666,0.2883046,0.23567733333333327,4.763196199999999
NO2,[ 41.186764 -73.175945],0.027737279,0.0,0.0,0.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.56,0,0.43,36.17081747058825,73.118666,0.2883046,0.23567733333333327,4.763196199999999
NO2,[ 41.399167 -73.443056],0.029138596,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.46,0.07,0.0,0,0.0,0,0,0,0.46,0,0.0,36.17081747058825,71.13440600000001,0.2883046,0.23567733333333327,4.763196199999999
