Parameter Name,Latitude,Longitude,Sample Collection Start Time,ppm,forest,open_land,water,wetland,transitional,urban_public_institution,commercial,transportation,crop_land,medium_density_residential,industrial,outdoor_temperature,solar_radiation,wind_speed_resultant
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,29.0,0.003,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,30.0,0.001,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,31.0,-0.001,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,32.0,0.003,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,34.0,0.011,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,35.0,0.012,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,36.0,0.02,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,37.0,0.018000000000000002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,38.0,0.016,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,39.0,0.015,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,40.0,0.006,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,41.0,0.009000000000000001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,42.0,0.009000000000000001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,43.0,0.01,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,44.0,0.01,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,49.0,0.001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,50.0,0.003,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,51.0,0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,52.0,0.0,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,53.0,-0.001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,54.0,-0.001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,55.0,-0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,56.0,-0.001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,58.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,59.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,60.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,61.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,62.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,63.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,64.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,65.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,66.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,67.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,68.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,69.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,70.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,71.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,73.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,74.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,76.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,77.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,78.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,79.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,80.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.474671,-70.971358,80.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,1.1964285714299998,2.15357142857
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,80.0,0.003,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,102.0,0.004,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,104.0,-0.001,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,105.0,0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,123.0,0.004,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,124.0,0.003,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,125.0,0.003,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,126.0,0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,128.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,129.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,130.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,131.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,132.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,133.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,134.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,135.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,136.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,137.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,138.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,139.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,140.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,141.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,142.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,143.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,144.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,145.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,146.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,147.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,148.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,149.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,150.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.474671,-70.971358,168.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,1.1964285714299998,2.15357142857
Acceptable PM2.5 Aqi and Speciation Mass,42.474671,-70.971358,174.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,1.1964285714299998,2.15357142857
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,197.0,-0.002,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,198.0,-0.002,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3631,-71.0542,199.0,-0.003,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.19,0.0,0.0,0.0,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,201.0,0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,223.0,0.0,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,233.0,0.002,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,246.0,0.006,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.3294,-71.0825,247.0,0.003,0.0,0.03,0.0,0.0,0.01,0.19,0.36,0.07,0.0,0.0,0.01,23.7761904762,1.05952380952,8.49702380952
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,249.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,250.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,251.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,252.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,253.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,254.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,255.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,256.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,257.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,258.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,259.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,260.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,261.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,262.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,263.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,264.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,265.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
Acceptable PM2.5 Aqi and Speciation Mass,42.325184,-71.05608000000002,266.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.02,22.327976190500003,1.83333333333,4.06488095238
