,Roadway ID,From Measure,TMC,Route Number,Direction,Community(ies),Segment Begin Location,Segment End Location,Length,Lanes,Speed,AM,AM.1,AM Delay,AM Average,AM 5%,AM.2,AM.3,PM,PM.1,PM Delay,PM Average,PM 5%,PM.2,PM.3
10,3.0,4344.0029,129P04285,I-495,Northbound,PLAINVILLE,US-1/Exit 14,US-1/Exit 14,0.545406125512,3.0,65,66.7001850709,20.9090909091,0.00402534087362,1.00449496398,1.06349206349,1.0261566934,0.271437384331,67.4439659813,0,0,1,1.06349206349,1.03759947663,0
11,3.0,5219.9226,129+04286,I-495,Northbound,"PLAINVILLE, WRENTHAM",US-1/Exit 14,MA-1A/South St/Exit 15,1.51132488651,3.0,65,66.5641025641,21.5,0.00586436078467,1.00654853621,1.06349206349,1.02406311637,0.686484829911,67.7167282322,0,0,1,1.046875,1.04179581896,0
12,3.0,7644.8918,129P04286,I-495,Northbound,WRENTHAM,MA-1A/South St/Exit 15,MA-1A/South St/Exit 15,0.197115544379,3.0,65,69.6996597587,12.4193548387,0.00369348277167,1.00430906323,1.0447761194,1.07230245783,0.767089390659,70.2970808304,0,0,1,1.06060606061,1.08149355124,0
13,3.0,7951.4285,129+04287,I-495,Northbound,"FRANKLIN, WRENTHAM",MA-1A/South St/Exit 15,King St/Exit 16,3.20013964292,3.0,65,69.0362859131,29.6,0,1,1.04545454545,1.06209670636,0.119296152699,70.0173939272,0,0,1,1.04545454545,1.0771906758,0
14,3.0,13077.3279,129P04287,I-495,Northbound,FRANKLIN,King St/Exit 16,King St/Exit 16,0.404473320737,3.0,65,70.3910865788,0,0,1,1.0447761194,1.08293979352,0,70.8123255093,0,0,1,1.0447761194,1.08942039245,0
15,3.0,13734.3898,129+04288,I-495,Northbound,FRANKLIN,King St/Exit 16,MA-140/Central St/Exit 17,1.81485557135,3.0,65,70.1444366969,22.1904761905,0,1,1.0447761194,1.07914517995,0.502042036059,70.8432985554,0,0,1,1.0447761194,1.08989690085,0
16,3.0,16645.9345,129P04288,I-495,Northbound,FRANKLIN,MA-140/Central St/Exit 17,MA-140/Central St/Exit 17,0.515334497379,3.0,65,69.3861304032,17.3333333333,0.00758327257951,1.00884715134,1.0447761194,1.06747892928,3.4331916658,70.6640780774,0,0,1,1.0447761194,1.08713966273,0
17,3.0,17465.9683,129+04289,I-495,Northbound,"BELLINGHAM, FRANKLIN",MA-140/Central St/Exit 17,MA-126/Hartford Ave/Exit 18,2.0959989841,3.0,65,67.684570509,19.238317757,0.0168997412962,1.01943470249,1.06153846154,1.04130108475,5.16596258298,69.4318994585,0,0,1,1.04545454545,1.06818306859,0
18,3.0,20828.8033,129P04289,I-495,Northbound,BELLINGHAM,MA-126/Hartford Ave/Exit 18,MA-126/Hartford Ave/Exit 18,0.256846467945,3.0,65,67.5902259483,13.81,0.0181370969333,1.02085766147,1.078125,1.03984962997,4.90747367345,69.6716449529,0,0,1,1.04545454545,1.07187146081,0
19,3.0,21232.605,129+04290,I-495,Northbound,"BELLINGHAM, MEDWAY, MILFORD",MA-126/Hartford Ave/Exit 18,MA-109/Exit 19,2.28774254593,3.0,65,66.3871291099,18.7524115756,0.0342244298565,1.03935809434,1.27777777778,1.02134044784,7.48195669607,69.5362992922,22,0,1,1.04545454545,1.06978921988,0.0242669362993
20,3.0,24904.0082,129P04290,I-495,Northbound,MILFORD,MA-109/Exit 19,MA-109/Exit 19,0.479977319312,3.0,65,65.6178113364,17.1844380403,0.0448206601326,1.05154375915,1.32692307692,1.00950478979,8.61398427803,68.6137791503,22.7142857143,0.00489470513551,1.00562891091,1.06153846154,1.05559660231,0.357789372804
21,3.0,25667.9558,129+04291,I-495,Northbound,MILFORD,MA-109/Exit 19,MA-85/Cedar St/Exit 20,1.48916931359,3.0,65,62.9974337918,19.5735294118,0.0700668065591,1.07940904743,2.1935483871,0.969191289105,13.4017655512,67.6214923469,14.5128205128,0.00493892295696,1.00559744602,1.0625,1.04033065149,0.994897959184
22,3.0,28056.9756,129P04291,I-495,Northbound,MILFORD,MA-85/Cedar St/Exit 20,MA-85/Cedar St/Exit 20,0.434586195021,3.0,65,65.9044897111,22.4322033898,0.0532655272182,1.06214311509,2,1.01391522632,11.7730201621,70.1567861913,13.5510204082,0,1,1.0447761194,1.07933517217,1.20826055687
23,3.0,28749.5785,129+04292,I-495,Northbound,"HOPKINTON, MILFORD",MA-85/Cedar St/Exit 20,Main St/Exit 21,3.40371056843,3.0,65,62.5794308537,24.5375375375,0.0764285495062,1.08661902277,2.1935483871,0.962760474673,15.9600599101,69.3488968702,26.7142857143,0,1,1.0303030303,1.0669061057,0.517188301693
24,3.0,34218.4103,129P04292,I-495,Northbound,HOPKINTON,Main St/Exit 21,Main St/Exit 21,0.607763462662,3.0,65,60.5794208893,24.7661431065,0.120870133742,1.1390006538,2.76,0.931991090605,28.4426059979,69.6948297604,11.0428571429,0,1,1.04545454545,1.07222815016,1.76544766709
25,3.0,35186.2959,129+04293,I-495,Northbound,HOPKINTON,Main St/Exit 21,I-90/Exit 22,3.1388267005,3.0,65,61.3891913692,26.1898238748,0.107805532439,1.1239763623,2.02941176471,0.944449097988,12.3653962492,69.3203140934,15.8684210526,0,1,1.04545454545,1.06646637067,0.93004283092
26,3.0,40210.077,129P04293,I-495,Northbound,HOPKINTON,I-90/Exit 22,I-90/Exit 22,0.29648331505,3.0,65,60.5426099957,30.8487394958,0.0955151639096,1.1066585997,1.86111111111,0.931424769165,9.14993592482,66.7857936861,22.6363636364,0.00287226577973,1.00320736345,1.09836065574,1.02747374902,0.586927523344
27,3.0,40696.8333,129+04294,I-495,Northbound,"HOPKINTON, WESTBOROUGH",I-90/Exit 22,MA-9/Turnpike Rd/Exit 23,1.24947962135,3.0,65,61.2131814483,31.25,0.0426810423894,1.04552644522,1.52380952381,0.941741253051,2.73393002441,66.0057173107,17.7948717949,0,1,1.03225806452,1.01547257401,0.991000529381
28,3.0,42701.1281,129P04294,I-495,Northbound,"SOUTHBOROUGH, WESTBOROUGH",MA-9/Turnpike Rd/Exit 23,MA-9/Turnpike Rd/Exit 23,0.566281253632,3.0,65,63.0386728875,34,0.0142966868857,1.01524979934,1.16363636364,0.969825736731,0.0248833592535,65.3978576894,16.9605263158,0,1,1.06666666667,1.00612088753,1.99366050935
29,3.0,43603.9197,129+04295,I-495,Northbound,"MARLBOROUGH, SOUTHBOROUGH",MA-9/Turnpike Rd/Exit 23,US-20/Lakeside Ave/Exit 24,3.17206136501,3.0,65,68.0111439842,27.7058823529,0,1,1.04615384615,1.04632529206,0.804733727811,68.0309622584,25.5436241611,0,1,1.0625,1.04663018859,3.61833451381
30,3.0,48695.1705,129P04295,I-495,Northbound,MARLBOROUGH,US-20/Lakeside Ave/Exit 24,US-20/Lakeside Ave/Exit 24,0.528583268526,3.0,65,67.1603637115,0,0,1,1.046875,1.03323636479,0,66.3075293868,28.9052631579,0.00935222504723,1.01044331797,1.11666666667,1.02011583672,4.82897384306
31,3.0,49510.9417,129+04296,I-495,Northbound,MARLBOROUGH,US-20/Lakeside Ave/Exit 24,I-290/Exit 25,1.16357580904,3.0,65,68.7935905545,0,0.00260905809538,1.00300041681,1.04545454545,1.05836293161,0,65.9845332752,27.8079470199,0.039738781922,1.04569959921,1.68292682927,1.01514666577,7.89456486222
32,3.0,51389.8737,129P04296,I-495,Northbound,MARLBOROUGH,I-290/Exit 25,I-290/Exit 25,0.646561743885,3.0,65,68.5410174389,0,0.00582301351029,1.00669646554,1.06153846154,1.05447719137,0,66.9216356108,27.5056179775,0.027005816063,1.03105668847,1.13114754098,1.02956362478,2.21118012422
33,3.0,52431.6776,129+04297,I-495,Northbound,"BERLIN, HUDSON, MARLBOROUGH",I-290/Exit 25,MA-62/Exit 26,1.79554663592,3.0,65,66.8534839165,0,0,1,1.03125,1.02851513718,0,66.0870366578,27.3333333333,0,1,1.06451612903,1.01672364089,1.03215236535
34,3.0,55312.9468,129P04297,I-495,Northbound,BERLIN,MA-62/Exit 26,MA-62/Exit 26,0.285562482746,3.0,65,67.1907569218,0,0,1,1.046875,1.03370395264,0,67.4142312579,0,0,1,1.06349206349,1.03714201935,0
35,3.0,55741.8002,129+04298,I-495,Northbound,"BERLIN, BOLTON",MA-62/Exit 26,MA-117/Main St/Exit 27,2.70697734395,3.0,65,68.7660253215,0,0,1,1.0303030303,1.0579388511,0,68.8826224168,0,0,1,1.0303030303,1.05973265257,0
36,3.0,60109.0918,129P04298,I-495,Northbound,BOLTON,MA-117/Main St/Exit 27,MA-117/Main St/Exit 27,0.279621373863,3.0,65,68.7473264835,33.4,0,1,1.0303030303,1.05765117667,0.125812539316,68.5876637555,0,0,1,1.04615384615,1.05519482701,0
37,3.0,60550.6597,129+04299,I-495,Northbound,"BOLTON, BOXBOROUGH, HARVARD",MA-117/Main St/Exit 27,MA-111/Exit 28,4.37779960187,3.0,65,69.472849118,0,0,1,1.01492537313,1.06881306335,0,69.9706882753,23.3333333333,0,1,1.01492537313,1.07647212731,0.720288115246
38,3.0,67585.4578,129P04299,I-495,Northbound,BOXBOROUGH,MA-111/Exit 28,MA-111/Exit 28,0.263781863735,3.0,65,69.4401415782,0,0,1,1.04545454545,1.06830987043,0,69.7218230563,21.0909090909,0,1,1.04545454545,1.07264343164,0.566219839142
39,3.0,68002.2802,129+04300,I-495,Northbound,"BOXBOROUGH, LITTLETON",MA-111/Exit 28,MA-2/Exit 29,2.4506455748,3.0,65,69.1992043759,0,0,1,1.04545454545,1.06460314425,0,69.0789261203,23.875,0,1,1.04545454545,1.06275270954,2.90674202665
40,3.0,71938.773,129P04300,I-495,Northbound,LITTLETON,MA-2/Exit 29,MA-2/Exit 29,0.527678731236,3.0,65,65.6124518353,27.4146341463,0.0321076272319,1.0363886442,1.11475409836,1.00942233593,0.997769215169,66.3884530907,16.9202898551,0.0214186818503,1.0242745061,1.07936507937,1.02136081678,3.46407279573
41,3.0,72778.6099,129+04301,I-495,Northbound,LITTLETON,MA-2/Exit 29,MA-110/MA-2A/King St/Exit 30,0.949787335322,3.0,65,67.0118098314,32.6666666667,0.0130116244267,1.01474650768,1.07936507937,1.03095092048,0.0726758857374,67.4374012846,22.2991452991,0.00736105813339,1.00834253255,1.0625,1.0374984813,2.95672317574
42,3.0,74298.4202,129P04301,I-495,Northbound,LITTLETON,MA-110/MA-2A/King St/Exit 30,MA-110/MA-2A/King St/Exit 30,0.303179968243,3.0,65,67.5549780903,29.9285714286,0.0186002693891,1.0213903098,1.11290322581,1.03930735524,0.342402934882,68.4199521481,16.8404255319,0.0073719641796,1.00847775881,1.06153846154,1.05261464843,2.34682201186
43,3.0,74764.9175,129+04302,I-495,Northbound,LITTLETON,MA-110/MA-2A/King St/Exit 30,MA-119/Great Rd/Exit 31,1.10307091113,3.0,65,66.408224674,26.6833333333,0.0211496037948,1.02396955097,1.1724137931,1.02166499498,1.444332999,67.6348463261,19.2653061224,0.00476373401688,1.00539889855,1.0625,1.04053609732,2.39364950132
44,3.0,76545.1712,129P04302,I-495,Northbound,LITTLETON,MA-119/Great Rd/Exit 31,MA-119/Great Rd/Exit 31,0.253076772242,3.0,65,65.4043264709,24.2385321101,0.0218481168823,1.02439706385,1.17543859649,1.00622040724,2.73382798621,66.5930155941,14.3555555556,0.00547300109194,1.00611151789,1.06349206349,1.02450793222,2.37206237646
45,3.0,76944.9387,129+04303,I-495,Northbound,"LITTLETON, WESTFORD",MA-119/Great Rd/Exit 31,Boston Rd/Exit 32,2.50112395237,3.0,65,66.6904453522,22.3510638298,0.0173261610268,1.01963631583,1.09677419355,1.02600685157,2.24768357079,67.2002442002,19.8979591837,0.0105009571101,1.01190108472,1.0625,1.03384991077,3.58974358974
46,4.0,0.0,129-04302,I-495,Southbound,"LITTLETON, WESTFORD",Boston Rd/Exit 32,MA-119/Great Rd/Exit 31,2.90775158659,3.0,65,67.7224704597,25.6610169492,0.016403643353,1.01886418986,1.06153846154,1.04188416092,1.40601727733,68.3315299068,20.3333333333,0.00850673682685,1.00978274735,1.06153846154,1.05125430626,0.504959422904
47,4.0,4660.9587,129N04302,I-495,Southbound,LITTLETON,MA-119/Great Rd/Exit 31,MA-119/Great Rd/Exit 31,0.267705852727,3.0,65,66.2662597348,18.5762711864,0.0230852145325,1.02616324314,1.07936507937,1.019480919,2.98042517365,66.9269134253,14.4615384615,0.0141473892463,1.01603370781,1.0625,1.02964482193,0.652446675031
48,4.0,5093.545,129-04301,I-495,Southbound,LITTLETON,MA-119/Great Rd/Exit 31,MA-110/MA-2A/King St/Exit 30,0.773410714603,3.0,65,65.9969214982,22.5945945946,0.0267803734984,1.03035108996,1.09677419355,1.01533725382,3.64494612622,66.94823995,18.2424242424,0.0138618068856,1.0157100478,1.07936507937,1.02997292231,0.8248281608
49,4.0,6332.2442,129N04301,I-495,Southbound,LITTLETON,MA-110/MA-2A/King St/Exit 30,MA-110/MA-2A/King St/Exit 30,0.237939277881,3.0,65,66.6859336675,29,0.0173870294623,1.01970530006,1.07936507937,1.02593744104,0.102378159326,66.806303908,16.1,0.0157658962708,1.01786801577,1.07936507937,1.02778929089,1.02225535087
50,4.0,6707.2313,129-04300,I-495,Southbound,LITTLETON,MA-110/MA-2A/King St/Exit 30,MA-2/Exit 29,0.959825078561,3.0,65,65.9377079867,0,0.0275967952037,1.0312763679,1.09677419355,1.01442627672,0,65.8990107172,15.05,0.0281311366112,1.03188195483,1.09677419355,1.01383093411,0.989282769992
51,4.0,8241.5995,129N04300,I-495,Southbound,LITTLETON,MA-2/Exit 29,MA-2/Exit 29,0.540401152922,3.0,65,66.8499112827,0,0.015180037532,1.01720404254,1.0625,1.02846017358,0,67.1061527363,34,0.0117528532028,1.0133199003,1.0625,1.03240234979,0.074203854478
52,4.0,9103.6983,129-04299,I-495,Southbound,"BOXBOROUGH, LITTLETON",MA-2/Exit 29,MA-111/Exit 28,2.77954916832,3.0,65,69.2632689988,0,0,1,1.04545454545,1.06558875383,0,69.3495601759,19.8636363636,0,1,1.04545454545,1.0669163104,0.527788884446
53,4.0,13567.2349,129N04299,I-495,Southbound,BOXBOROUGH,MA-111/Exit 28,MA-111/Exit 28,0.275399882733,3.0,65,69.3082498401,22.6,0,1,1.04545454545,1.06628076677,0.511617991899,69.3174925246,10.4137931034,0,1,1.04545454545,1.06642296192,0.743272105938
54,4.0,13999.406,129-04298,I-495,Southbound,"BOLTON, BOXBOROUGH, HARVARD",MA-111/Exit 28,MA-117/Main St/Exit 27,4.3589456339,3.0,65,68.0348525469,23.9811320755,0,1,1.04615384615,1.04669003918,2.52606493893,68.7998407485,14.6530612245,0,1,1.0303030303,1.05845908844,1.17049865632
55,4.0,21006.0634,129N04298,I-495,Southbound,BOLTON,MA-117/Main St/Exit 27,MA-117/Main St/Exit 27,0.267386467221,3.0,65,65.9342515872,21.7028301887,0.0276444965078,1.03133042938,1.09677419355,1.01437310134,5.4750887765,67.588566479,0,0.00537116847226,1.00608732427,1.0625,1.03982409968,0
56,4.0,21426.901,129-04297,I-495,Southbound,"BERLIN, BOLTON",MA-117/Main St/Exit 27,MA-62/Exit 26,2.48272204706,3.0,65,66.0681864649,24.8533834586,0.0257997297288,1.02923969369,1.30769230769,1.01643363792,6.52627274586,68.6356478168,0,0,1,1.04615384615,1.05593304333,0
57,4.0,25402.1727,129N04297,I-495,Southbound,BERLIN,MA-62/Exit 26,MA-62/Exit 26,0.266315315693,3.0,65,63.6066411239,25.7081967213,0.0477753390305,1.05334912858,1.71794871795,0.978563709598,7.79054916986,66.366024891,0,0.00855466188524,1.00955270577,1.06349206349,1.02101576755,0
58,4.0,25834.3787,129-04296,I-495,Southbound,"BERLIN, HUDSON, MARLBOROUGH",MA-62/Exit 26,I-290/Exit 25,1.8333474121,3.0,65,63.2926730262,27.1673003802,0.0524546388417,1.05857434671,1.59523809524,0.973733431172,6.40552060077,66.5455478047,30.3636363636,0.00611569261415,1.00682919009,1.08064516129,1.02377765853,0.541649569142
59,4.0,28774.536,129N04296,I-495,Southbound,MARLBOROUGH,I-290/Exit 25,I-290/Exit 25,0.542423049404,3.0,65,61.3854588035,28.1401869159,0.0543532561464,1.05888269416,1.91176470588,0.9443916739,13.6682989142,65.1387031731,19.7222222222,0,1,1.06557377049,1.00213389497,0.458452722063
60,4.0,29638.977,129-04295,I-495,Southbound,MARLBOROUGH,I-290/Exit 25,US-20/Lakeside Ave/Exit 24,1.20302644881,3.0,65,62.6782224051,26.6315789474,0.0341933647147,1.03704281177,1.27450980392,0.964280344694,1.87635016974,65.3376090842,22.16,0,1,1.06557377049,1.00519398591,1.26169698244
61,4.0,31566.3223,129N04295,I-495,Southbound,MARLBOROUGH,US-20/Lakeside Ave/Exit 24,US-20/Lakeside Ave/Exit 24,0.536800158314,3.0,65,67.5628161453,19.8461538462,0.0057095083064,1.00647077608,1.0625,1.0394279407,0.644162279343,68.2133764608,15.5892857143,0,1,1.04615384615,1.04943656093,1.40233722871
62,4.0,32421.8423,129-04294,I-495,Southbound,"MARLBOROUGH, SOUTHBOROUGH, WESTBOROUGH",US-20/Lakeside Ave/Exit 24,MA-9/Turnpike Rd/Exit 23,3.18322241781,3.0,65,67.5320917192,22.3103448276,0.00611354153593,1.00692868041,1.0625,1.03895525722,0.696905977771,67.0596895343,20.6966292135,0.0123723463498,1.01402199253,1.07936507937,1.0316875313,4.27841762644
63,4.0,37532.5014,129N04294,I-495,Southbound,WESTBOROUGH,MA-9/Turnpike Rd/Exit 23,MA-9/Turnpike Rd/Exit 23,0.531824749671,3.0,65,66.407602843,0,0,1,1.06451612903,1.02165542835,0,61.2704162695,24.0794223827,0.0701745121872,1.07719196341,2.53846153846,0.942621788761,21.1248808389
64,4.0,38377.6604,129-04293,I-495,Southbound,"HOPKINTON, WESTBOROUGH",MA-9/Turnpike Rd/Exit 23,I-90/Exit 22,1.36887649187,3.0,65,68.1442693852,0,0,1,1.03076923077,1.04837337516,0,62.1037716406,28.122278057,0.0706025092696,1.07883946868,2.0303030303,0.955442640624,14.7650453421
65,4.0,40571.7514,129N04293,I-495,Southbound,HOPKINTON,I-90/Exit 22,I-90/Exit 22,0.32143548403,3.0,65,67.6763202726,33,0.0532396918894,1.06388763027,1.16129032258,1.04117415804,0.0272572402044,65.1422261484,27.45,0.087728219941,1.10527386393,1.5,1.00218809459,3.18021201413
66,4.0,41078.7592,129-04292,I-495,Southbound,HOPKINTON,I-90/Exit 22,Main St/Exit 21,3.09210695415,3.0,65,68.5023198268,31.4,0,1,1.04615384615,1.05388184349,0.123724095268,67.5193647541,22.7,0.00628101174232,1.00711847997,1.11475409836,1.03875945776,0.983606557377
67,4.0,46041.6302,129N04292,I-495,Southbound,HOPKINTON,Main St/Exit 21,Main St/Exit 21,0.661090270895,3.0,65,67.8929292929,0,0.00139151682335,1.0015770524,1.04615384615,1.04450660451,0,68.2163421707,0,0,1,1.0625,1.04948218724,0
68,4.0,47084.4875,129-04291,I-495,Southbound,"HOPKINTON, MILFORD",Main St/Exit 21,MA-85/Cedar St/Exit 20,3.39560171414,3.0,65,69.6299322439,0,0.00455552552701,1.00531477978,1.0447761194,1.07122972683,0,69.8264132066,0,0.00213083664507,1.00248597609,1.0447761194,1.07425251087,0
69,4.0,52555.9511,129N04291,I-495,Southbound,MILFORD,MA-85/Cedar St/Exit 20,MA-85/Cedar St/Exit 20,0.540081237681,3.0,65,68.4435146444,0,0.00707006809592,1.00813057831,1.06153846154,1.05297714837,0,68.8003565062,0,0.00252328689659,1.00290177993,1.06153846154,1.05846702317,0
70,4.0,53416.1313,129-04290,I-495,Southbound,MILFORD,MA-85/Cedar St/Exit 20,MA-109/Exit 19,1.23858226463,3.0,65,68.9264751633,0,0.0009275773994,1.00106671401,1.04545454545,1.06040731021,0,68.7727084197,33.4615384615,0.00287388496017,1.0033049677,1.06153846154,1.058041668,0.323517212775
71,4.0,55398.8504,129N04290,I-495,Southbound,MILFORD,MA-109/Exit 19,MA-109/Exit 19,0.505398147909,3.0,65,70.0889665091,0,0,1,1.0447761194,1.07829179245,0,70.1589902112,23.08,0,1,1.0447761194,1.07936908017,0.618238021638
72,4.0,56202.0305,129-04289,I-495,Southbound,"BELLINGHAM, MEDWAY, MILFORD",MA-109/Exit 19,MA-126/Hartford Ave/Exit 18,2.27517899892,3.0,65,69.4615924589,0,0.00664384679018,1.00775115459,1.0447761194,1.06863988398,0,69.2441474932,23.3125,0.00935636585467,1.01091576016,1.06060606061,1.06529457682,0.771626645233
73,4.0,59846.6494,129N04289,I-495,Southbound,BELLINGHAM,MA-126/Hartford Ave/Exit 18,MA-126/Hartford Ave/Exit 18,0.214307340009,3.0,65,69.3780144065,0,0,1,1.04545454545,1.06735406779,0,69.195647603,17.4090909091,0,1,1.04545454545,1.06454842466,0.555088309504
74,4.0,60185.6841,129-04288,I-495,Southbound,"BELLINGHAM, FRANKLIN",MA-126/Hartford Ave/Exit 18,MA-140/Central St/Exit 17,2.12275769749,3.0,65,68.2999088423,0,0.00891326108717,1.01025025025,1.06153846154,1.05076782834,0,68.5470415102,20.2702702703,0.00574608238335,1.00660799474,1.06153846154,1.05456986939,0.901248350756
75,4.0,63592.7019,129N04288,I-495,Southbound,FRANKLIN,MA-140/Central St/Exit 17,MA-140/Central St/Exit 17,0.537060321726,3.0,65,67.0846273292,14.652173913,0.012039744432,1.01364504369,1.07936507937,1.03207118968,0.612244897959,67.2629539415,0,0.00966854292526,1.01095768198,1.07936507937,1.03481467602,0
76,4.0,64447.6709,129-04287,I-495,Southbound,FRANKLIN,MA-140/Central St/Exit 17,King St/Exit 16,1.85024768063,3.0,65,67.2946585391,25.4,0,1,1.046875,1.03530243906,0.123979749974,67.7521208359,0,0,1,1.046875,1.04234032055,0
77,4.0,67415.0807,129N04287,I-495,Southbound,FRANKLIN,King St/Exit 16,King St/Exit 16,0.496227629726,3.0,65,68.119820478,0,0,1,1.04615384615,1.04799723812,0,68.5029066695,0,0,1,1.04615384615,1.05389087184,0
78,4.0,68205.7003,129-04286,I-495,Southbound,"FRANKLIN, WRENTHAM",King St/Exit 16,MA-1A/South St/Exit 15,2.92446343962,3.0,65,70.0690901788,0,0,1,1.02985074627,1.07798600275,0,70.332372241,0,0,1,1.02985074627,1.08203649602,0
79,4.0,72895.4205,129N04286,I-495,Southbound,WRENTHAM,MA-1A/South St/Exit 15,MA-1A/South St/Exit 15,0.181545529642,3.0,65,68.0272648273,0,0,1,1.04615384615,1.04657330504,0,68.2106118029,32,0,1,1.0625,1.04939402774,0.0259880887926
80,4.0,73185.7929,129-04285,I-495,Southbound,"PLAINVILLE, WRENTHAM",MA-1A/South St/Exit 15,US-1/Exit 14,1.73093364931,3.0,65,69.391811689,0,0,1,1.04545454545,1.06756633368,0,69.5864669316,27.4444444444,0,1,1.04545454545,1.07056102972,0.440232344849
81,4.0,75963.5562,129N04285,I-495,Southbound,PLAINVILLE,US-1/Exit 14,US-1/Exit 14,0.559782446058,3.0,65,69.8914514145,0,0.0134036652921,1.01586100393,1.05970149254,1.07525309868,0,69.7499480141,16.6388888889,0.0151452723616,1.01792190563,1.07575757576,1.07307612329,0.898315658141
82,4.0,76840.0466,129-04284,I-495,Southbound,"FOXBOROUGH, PLAINVILLE",US-1/Exit 14,I-95/Exit 13,2.14284182339,3.0,65,68.6579529459,0,0.00433208693513,1.00498189998,1.04545454545,1.05627619917,0,68.1810423651,19.2702702703,0.01044479593,1.01201151532,1.06153846154,1.04893911331,1.8043279488
83,4.0,80294.1588,129N04284,I-495,Southbound,"FOXBOROUGH, MANSFIELD",I-95/Exit 13,I-95/Exit 13,0.560082352525,3.0,65,67.1144226761,0,0.0116426801455,1.0131950375,1.07936507937,1.03252957963,0,67.1667017692,16.54,0.0109468401081,1.01240641879,1.09677419355,1.03333387337,1.26368997473
84,5.0,0.0,129P04677,I-90,Eastbound,"HOPKINTON, WESTBOROUGH",Westborough Plaza,Westborough Plaza,0.534335671716,3.0,65,70.5932373956,0,0,1,1.02941176471,1.08604980609,0,71.2933581242,0,0,1,1.0447761194,1.09682089422,0
85,5.0,849.7919,129+04678,I-90,Eastbound,HOPKINTON,Westborough Plaza,I-495/Exit 11,1.32685187065,3.0,65,69.3523752255,0,0,1,1.0303030303,1.06695961885,0,70.1197183099,0,0,1,1.0303030303,1.07876489707,0
86,5.0,2974.1217,129P04422,I-90,Eastbound,HOPKINTON,I-495,I-495,0.394154474352,3.0,65,67.4696469131,23.9315960912,0.0197235627516,1.02268209716,1.60465116279,1.03799456789,7.60685525501,69.7336932074,0,0,1,1.078125,1.07282604934,0
