,Roadway ID,From Measure,TMC,Route Number,Direction,Community(ies),Segment Begin Location,Segment End Location,Length,Lanes,Speed,AM,AM.1,AM.2,AM Average,AM.3,AM.4,PM,PM.1,PM.2,PM Average,PM.3,PM.4
27,105.0,5932.8997,129-08458,MA-2A,Eastbound,"ARLINGTON, LEXINGTON",MA-225/MA-4/Pleasant St,Park Ave,1.26875749399669,2.0,35,28.392265193370164,16.464285714285715,0,1,0.8112075769534333,0.3569910752231194,27.456427015250544,15.5,0,1,0.7844693432928727,0.6209150326797386
28,105.0,8006.3007,129-08457,MA-2A,Eastbound,ARLINGTON,Park Ave,US-3/MA-60/Mystic St/Pleasant St,1.68676690004205,2.0,30,21.849120433017593,16.099697885196374,0.4151233994390173,1.0984423868949926,0.7283040144339198,3.3592692828146142,21.6687265917603,16.4031007751938,0.4536854996202493,1.107587005556948,0.72229088639201,2.898876404494382
29,105.0,10721.0675,129-08456,MA-2A,Eastbound,"ARLINGTON, CAMBRIDGE",US-3/MA-60/Mystic St/Pleasant St,US-3/MA-16/Alewife Brook Pkwy,1.35073109567444,2.0,30,20.89829974811083,14.910550458715596,0.5011846693493185,1.14841878474681,0.6966099916036943,12.355163727959699,23.84073160706946,16.813953488372093,0.022558952304297275,1.006680516166849,0.7946910535689821,1.0604192355117141
30,105.0,12901.5422,129-08455,MA-2A,Eastbound,CAMBRIDGE,US-3/MA-16/Alewife Brook Pkwy,Somerville Ave,1.20236962063255,2.0,30,15.768181818181818,14.238068073778285,1.1398323381361983,1.331795906601326,0.5256060606060606,46.266862170087975,19.963720433932064,16.698051948051948,0.1783221966990216,1.051908138540479,0.6654573477977355,6.573003734661213
31,105.0,14837.3958,129-08454,MA-2A,Eastbound,CAMBRIDGE,Somerville Ave,Cambridge St/Garden St,0.874848231763804,2.0,30,16.722130779590003,15.194035785288271,0.6394411219002807,1.255820820731249,0.5574043593196668,45.15935956905581,20.04516938519448,15.27534965034965,0.1190642221139302,1.0476339509263894,0.668172312839816,12.30328015773436
32,105.0,16322.517,129-08453,MA-2A,Eastbound,CAMBRIDGE,Cambridge St/Garden St,Jfk St,0.26288537088435,2.0,30,13.804030466518565,13.423874557410217,0.01599455948223305,1.0141965445495618,0.46013434888395216,56.467788003808316,14.907815631262524,14.759851454507944,0,1,0.49692718770875083,58.28056112224449
33,105.0,16788.4491,129-08452,MA-2A,Eastbound,CAMBRIDGE,Jfk St,Putnam Ave,0.392624108867076,2.0,30,16.26677367576244,15.450293542074364,0.062462004463794685,1.045075092261846,0.5422257891920813,49.21348314606742,18.098896769109537,16.195142735406904,0,1,0.6032965589703179,27.742316784869974
34,105.0,17415.5125,129-08451,MA-2A,Eastbound,CAMBRIDGE,Putnam Ave,Brookline St,0.747072129793789,2.0,30,14.610910801065998,14.281307016088904,0,1,0.4870303600355333,56.7079479542248,15.404520206856924,15.34873786407767,0,1,0.5134840068952308,59.18406435548746
35,105.0,18617.7129,129-08450,MA-2A,Eastbound,CAMBRIDGE,Brookline St,Memorial Dr,0.653871489527656,3.0,30,13.737973967176005,13.495226905566163,0.7908977756576259,1.3830278063851698,0.45793246557253353,57.801358234295414,13.253389830508475,13.1603611349957,0.8953128455151664,1.4335954984334036,0.44177966101694915,59.13559322033898
36,105.0,19684.7417,129-08449,MA-2A,Eastbound,"BOSTON, CAMBRIDGE",Memorial Dr,Storrow Dr,0.379916890786875,4.0,30,32.73045923149016,12,0.0451603914884493,1.0693403276885987,1.0910153077163387,0.011246485473289597,28.68340685442823,11.531645569620252,0.1434247098476823,1.2202176741985093,0.9561135618142743,4.825246012894469
37,105.0,20325.9033,129-08448,MA-2A,Eastbound,BOSTON,Storrow Dr,MA-2A/Commonwealth Ave,0.170503586539393,4.0,30,15.471017350157728,14.29817158931083,0.1962405397470917,1.4220137888847824,0.515700578338591,50.465299684542586,14.14142910033321,13.742772861356933,0.2584118133182786,1.5557126400670227,0.471380970011107,56.479081821547574
38,105.0,20625.8633,129-08447,MA-2A,Eastbound,BOSTON,MA-2A/Commonwealth Ave,I-90/Massachusetts Tpke/Massachusetts Ave,0.0577948330797067,4.0,30,15.968916518650088,14.482287308228731,0.05953021797416794,1.3776764362382516,0.5322972172883362,47.757548845470694,15.484203875315922,14.791341376863024,0.06632789115690144,1.4208027856744516,0.5161401291771974,53.4161752316765
39,105.0,20768.4817,129-08446,MA-2A,Eastbound,BOSTON,I-90/Massachusetts Tpke/Massachusetts Ave,MA-9/Huntington Ave,0.368253037002584,4.0,30,14.723084886128364,13.87412040656763,0.027704745972421563,1.018808226401828,0.4907694962042788,52.96066252587992,15.000345184673801,14.67632058287796,-3.3896634481278554e-05,0.9999769882179674,0.5000115061557934,56.85191577493959
40,105.0,21423.3071,129-08445,MA-2A,Eastbound,BOSTON,MA-9/Huntington Ave,MA-28/Columbus Ave,0.213965260391065,2.0,30,13.977032520325203,12.921957977372431,0.2052832705086428,1.2878270100484246,0.46590108401084007,52.8170731707317,13.205984555984555,12.909819639278558,0.25891109152042524,1.3630184045492422,0.44019948519948515,57.79922779922779
41,105.0,21770.514,129-08444,MA-2A,Eastbound,BOSTON,MA-28/Columbus Ave,Melnea Cass Blvd/Massachusetts Ave,0.732202875852418,2.0,30,16.13520157325467,15.546731597677468,0.4105336437902989,1.1775495901764224,0.5378400524418223,52.49754178957719,13.383844911147012,13.04864406779661,0.9702580987729976,1.41962194915868,0.4461281637049004,57.18901453957997
42,106.0,0.0,129+08445,MA-2A,Westbound,BOSTON,Melnea Cass Blvd/Massachusetts Ave,MA-28/Columbus Ave,0.732417551503665,2.0,30,13.066656747507812,12.732970451010887,0.921752532811325,1.3775520661345235,0.43555522491692705,57.40217229578931,16.700083125519534,16.160498713635462,0.1900353683290743,1.0778389463519527,0.5566694375173178,50.403990024937656
43,106.0,1181.1401,129+08446,MA-2A,Westbound,BOSTON,MA-28/Columbus Ave,MA-9/Huntington Ave,0.214010441349232,2.0,30,11.323874755381604,11.02980801616706,0.45812037429717756,1.6778709064201156,0.37746249184605346,58.10176125244618,16.26788908765653,15.073451327433629,0.11350101236700649,1.1679450171821302,0.542262969588551,45.483005366726296
44,106.0,1540.6067,129+08447,MA-2A,Westbound,BOSTON,MA-9/Huntington Ave,I-90/Massachusetts Tpke/Massachusetts Ave,0.364740806425799,4.0,30,15.436735377911848,14.312003179650238,0.32346388872669096,1.295610730531641,0.5145578459303949,50.5982905982906,17.36856080722252,15.733916478555305,0.16578113705914976,1.1515058859501603,0.5789520269074173,37.64206054168879
45,106.0,2187.1615,129+08448,MA-2A,Westbound,BOSTON,I-90/Massachusetts Tpke/Massachusetts Ave,MA-2A/Commonwealth Ave,0.0578195521045892,4.0,30,15.338370430876047,13.948189134808853,0.06097740068544252,1.3691154542549793,0.5112790143625349,48.71554012660813,18.43230050933786,15.733614232209737,0.02301289900055839,1.1393043418189353,0.6144100169779286,27.198641765704583
46,106.0,2318.9557,129+08449,MA-2A,Westbound,BOSTON,MA-2A/Commonwealth Ave,Storrow Dr,0.170952861843863,4.0,30,17.497074986704487,15.471559633027523,0.14025809361053626,1.3145054254769453,0.5832358328901496,40.57791171778053,20.206953948585166,15.874458874458874,0.061642044481446,1.1382220228997153,0.6735651316195056,12.816719067874978
47,106.0,2634.0527,129+08450,MA-2A,Westbound,"BOSTON, CAMBRIDGE",Storrow Dr,Memorial Dr,0.379536077824289,4.0,30,25.83679525222552,15.98219584569733,0.23075175802485437,1.354657172390031,0.8612265084075174,3.5294117647058822,26.022975929978116,15.57912457912458,0.2244459126254813,1.3449653142737021,0.8674325309992705,3.2494529540481403
48,106.0,3278.6469,129+08451,MA-2A,Westbound,CAMBRIDGE,Memorial Dr,Brookline St,0.653841237115659,3.0,30,14.57377987691427,14.055520898315658,0.5123822881066831,1.2350948176809688,0.485792662563809,55.062258480034345,12.923324471806353,12.865143179573987,0.856162518406268,1.392830462414603,0.43077748239354513,59.51308241220092
49,106.0,4345.6757,129+08452,MA-2A,Westbound,CAMBRIDGE,Brookline St,Putnam Ave,0.773932448519954,2.0,30,15.137983784610677,14.790785374651582,0,1,0.5045994594870226,55.97980725103258,16.039203084832906,15.974799044101673,0,1,0.5346401028277635,59.16452442159383
50,106.0,5588.7683,129+08453,MA-2A,Westbound,CAMBRIDGE,Putnam Ave,Jfk St,0.379150198233523,2.0,30,17.08800975949808,15.986076238301758,0,1,0.5696003253166028,45.81038689438829,16.60044395116537,15.875764313507505,0,1,0.5533481317055123,47.92008879023308
51,106.0,6199.5504,129+08454,MA-2A,Westbound,CAMBRIDGE,Jfk St,Cambridge St/Garden St,0.0826847911070007,2.0,30,16.277095375722542,15.221499783268314,0.012960807405728303,1.0444123848629454,0.5425698458574181,50.00722543352602,16.943841735800895,15.47636815920398,0.0009672299858982658,1.0033143761063612,0.5647947245266965,41.04658583280153
52,106.0,6428.5563,129+08455,MA-2A,Westbound,CAMBRIDGE,Cambridge St/Garden St,Somerville Ave,0.827933374344745,2.0,30,17.642547033285094,15.735995403619649,0.5576932439322659,1.2469854810926093,0.5880849011095032,33.58417752050169,18.188235294117646,15.825796886582653,0.4732160648377586,1.2095730918499354,0.6062745098039215,28.00692041522491
53,106.0,7892.2021,129+08456,MA-2A,Westbound,CAMBRIDGE,Somerville Ave,US-3/MA-16/Alewife Brook Pkwy,1.20515469777606,2.0,30,17.46897411911444,16.10050597976081,1.2469262807355865,1.4311086518037235,0.5822991373038147,40.67352666043031,17.985774329130294,15.237293519695044,1.1279884020097763,1.3899874168614055,0.5995258109710098,30.533462657613967
54,106.0,9834.6063,129+08457,MA-2A,Westbound,"ARLINGTON, CAMBRIDGE",US-3/MA-16/Alewife Brook Pkwy,US-3/MA-60/Mystic St/Pleasant St,1.35001904586728,2.0,30,22.191485837336426,16.53753753753754,0.12831119808545433,1.0364335298947525,0.7397161945778808,3.309590856385622,22.871046228710462,17.26086956521739,0.01985689438417193,1.0056382978723404,0.7623682076236821,0.959332638164755
55,106.0,12015.3702,129+08458,MA-2A,Westbound,ARLINGTON,US-3/MA-60/Mystic St/Pleasant St,Park Ave,1.68981523485092,2.0,30,22.519951211012373,16.60117302052786,0.09396812663566045,1.0213165998669165,0.750665040367079,3.56508102456874,22.64224042506088,16.886363636363637,0.06965214635356354,1.0158005377658275,0.7547413475020294,1.7533761346026124
56,106.0,14736.3811,129+08459,MA-2A,Westbound,"ARLINGTON, LEXINGTON",Park Ave,MA-225/MA-4/Pleasant St,1.26859821894699,2.0,35,29.630450669914737,16.88888888888889,0,1,0.8465843048547068,0.1315468940316687,29.177139437462596,13,0,1,0.8336325553560742,0.017953321364452424
57,106.0,16799.9517,129+08460,MA-2A,Westbound,LEXINGTON,MA-225/MA-4/Pleasant St,Woburn St/Fletcher Ave,1.49401769242648,2.0,35,31.794737986518808,16,0.10297202883148149,1.0379075938286466,0.9084210853291088,0.02609262883235486,31.478395699813934,17.666666666666668,0.13130527922758128,1.0483380511096079,0.899382734280398,0.14885259458341948
58,106.0,19236.6773,129+08461,MA-2A,Westbound,LEXINGTON,Woburn St/Fletcher Ave,MA-225/MA-4/Bedford St,0.390968848869741,2.0,30,22.4965837660563,15.565714285714286,0,1,0.7498861255352101,5.7392730254167805,20.82346142733314,15,0.06024541112545578,1.0565006243929513,0.6941153809111047,9.656168737359144
59,106.0,19915.4099,129+08462,MA-2A,Westbound,LEXINGTON,MA-225/MA-4/Bedford St,Marrett Rd,1.74277341926611,2.0,20,28.65312916111851,17.5,0.16384183968098798,1.0470060645491088,1.4326564580559256,0.05326231691078562,29.06624964458345,17.2,0.1119728426989206,1.0321248997319665,1.4533124822291725,0.08529997156667615
60,107.0,0.0,129+10410,Middlesex Tpke/Lowell St,Northbound,LEXINGTON,MA-2A/Maple St/Winchester Dr,East St,1.00340949995822,2.0,20,30.419354838709676,13.743589743589743,0.154772505536793,1.0848356309650053,1.520967741935484,0.6136900078678207,30.19576459000246,17.666666666666668,0.16942752123842753,1.0928685015290518,1.509788229500123,0.04432405811376509
61,107.0,1680.6919,129+10411,Middlesex Tpke/Lowell St,Northbound,"BURLINGTON, LEXINGTON",East St,Middlesex Tpke/Old Concord Rd,0.968309211666169,2.0,35,33.771288209606986, ,0.06039481675689573,1.036383326059901,0.9648939488459138,,32.10057167054838,15,0.14993287910194808,1.090323261504772,0.9171591905870967,0.177853059496083
62,107.0,3133.1285,129+10093,Middlesex Tpke/Lowell St,Northbound,BURLINGTON,Middlesex Tpke/Old Concord Rd,I-95/MA-128,0.377982774478579,2.0,35,23.834367726920092,16.304,0,1,0.6809819350548598,4.363847944142746,18.259539027697077,13.491773308957953,0.2559918795083862,1.2596155886034324,0.5217011150770593,25.42707728065078
63,107.0,4028.1862,129+10094,Middlesex Tpke/Lowell St,Northbound,BURLINGTON,I-95/MA-128,MA-62/Bedford St,1.69333530867027,4.0,35,30.094402119907254, ,0.2010433801960554,1.0633206758021023,0.8598400605687787,,28.21617566830333, ,0.42577195466632345,1.1341012466103702,0.8061764476658094,
64,107.0,6971.241,129+10095,Middlesex Tpke/Lowell St,Northbound,"BEDFORD, BILLERICA, BURLINGTON",MA-62/Bedford St,Lexington Rd,2.30874923395464,2.0,35,32.72242512783053,16.2,0.1590706209391639,1.0390427930441768,0.9349264322237295,0.05478451424397371,30.33663532572196,14.5,0.491996303631991,1.120757118742563,0.8667610093063417,2.1155137676292814
65,108.0,0.0,129-10094,Middlesex Tpke/Lowell St,Southbound,"BEDFORD, BILLERICA, BURLINGTON",Lexington Rd,MA-62/Bedford St,2.30889257436158,2.0,35,30.622054116962467,16.523809523809526,0.5658782505497544,1.1429670872605653,0.8749158319132133,0.3665987780040733,31.613054453660297,14.90566037735849,0.42406134645639204,1.1071375608865768,0.903230127247437,0.573386224305806
66,108.0,3709.8147,129-10093,Middlesex Tpke/Lowell St,Southbound,BURLINGTON,MA-62/Bedford St,I-95/MA-128,1.73269699932594,4.0,35,27.49232974910394,16.88235294117647,0.06856240021455307,1.0184658868684129,0.785495135688684,0.14623655913978495,27.11840143155383,15.652173913043478,0.12070426986204463,1.0325092380784795,0.7748114694729666,0.20578586340590516
67,108.0,6655.6288,129-10092,Middlesex Tpke/Lowell St,Southbound,BURLINGTON,I-95/MA-128,Lowell St,0.451391608630624,2.0,35,26.70788354596009,16.622222222222224,0.010971285427527233,1.010937461725008,0.7630823870274311,0.8832188420019628,26.607954545454547,16.371681415929203,0.014779709585741596,1.0147341447789875,0.7602272727272728,1.5409090909090908
68,108.0,7433.2444,129-10410,Middlesex Tpke/Lowell St,Southbound,"BURLINGTON, LEXINGTON",Lowell St,East St,0.96999142919469,2.0,35,32.79123711340206,14,0.06309915534520294,1.0368623752259687,0.9368924889543446,0.011895321173671689,29.3172826652785,12.852941176470589,0.273410040311302,1.1597254898479186,0.8376366475793857,3.7168141592920354
69,108.0,9005.8399,129-10409,Middlesex Tpke/Lowell St,Southbound,LEXINGTON,East St,MA-2A/Maple St/Winchester Dr,1.00325224188066,2.0,20,30.303522035773558,16.7,0.2665462190542569,1.1549812579106222,1.5151761017886778,1.1063986723215933,32.544117647058826,13.619047619047619,0.12978616569161705,1.0754631721644825,1.6272058823529414,0.3633217993079585
70,109.0,0.0,129+09046,MA-107,Northbound,REVERE,MA-16/Revere Beach Pkwy,Central Ave,0.475862850425064,2.0,30,20.72233564720294,16.19685039370079,0,1,0.6907445215734314,6.222948142098816,18.16421424367275,15.700043917435222,0.06914452554870909,1.0460127669226533,0.605473808122425,26.804002354326073
71,109.0,892.1776,129+09047,MA-107,Northbound,REVERE,Central Ave,Cushman Ave/True St,0.325914723501689,2.0,30,21.87669035067614,15.768617021276595,0,1,0.7292230116892047,5.170754068301627,19.1397743992153,14.55015923566879,0.04394412122856273,1.0449443960436633,0.6379924799738433,18.479646885728297
72,109.0,1422.8434,129+09048,MA-107,Northbound,REVERE,Cushman Ave/True St,MA-60/Squire Rd/American Legion Hwy,0.494079885291142,2.0,30,21.64979665612291,16.488054607508534,0,1,0.7216598885374303,3.9719837324898326,21.156308411214955,15.776271186440677,0,1,0.7052102803738318,4.135514018691588
73,109.0,2258.8336,129+09049,MA-107,Northbound,"REVERE, SAUGUS",MA-60/Squire Rd/American Legion Hwy,Ballard St,2.29336715090102,2.0,55,41.722933241093045, ,0,1,0.7585987862016917,,41.37526766595289, ,0,1,0.7522775939264161,
74,109.0,5981.7698,129+09050,MA-107,Northbound,"LYNN, SAUGUS",Ballard St,Market Sq/Federal St/South St,1.18126806211338,2.0,30,23.02500781494217,16.80759162303665,0.1250517630955521,1.0423449230894553,0.7675002604980724,7.164738980931541,21.260091977516606,14.333333333333334,0.3805917024619019,1.1288756429361153,0.7086697325838869,13.765968318855391
75,109.0,7879.9178,129+09051,MA-107,Northbound,LYNN,Market Sq/Federal St/South St,MA-129/Chestnut St,1.32802706879536,2.0,30,22.391918881548627,16.56916996047431,0.37123417689101146,1.1164742125160378,0.7463972960516209,4.664310954063604,20.43703199455412,15.298230088495576,0.7116193811579743,1.2232696022916527,0.6812343998184706,11.538461538461538
76,109.0,10014.22,129+09052,MA-107,Northbound,"LYNN, SALEM",MA-129/Chestnut St,Swampscott Rd/Dipietro Ave,1.98343080219514,2.0,30,28.076095081477053,17.055555555555557,0.39979112718317467,1.1041421504677822,0.9358698360492351,0.32291822394976827,27.99083658577974,17.333333333333332,0.4127019340992053,1.1075053046377688,0.933027886192658,0.061089428135075514
77,109.0,13298.5692,129+09053,MA-107,Northbound,SALEM,Swampscott Rd/Dipietro Ave,Essex St,1.6372148586788,2.0,35,25.7489837398374,17.167441860465118,0.5405904214274315,1.1650945257923195,0.73568524970964,1.872822299651568,25.75962346612876,16.598591549295776,0.5390146697427816,1.164613296442275,0.7359892418893932,2.86434694906707
78,109.0,15931.1929,129+09054,MA-107,Northbound,SALEM,Essex St,Boston St/Proctor St,0.223563929408433,2.0,30,21.2686626746507,15.97226753670473,0.020965627225099648,1.0343856751379557,0.7089554224883566,7.341317365269461,18.932670807453416,15.385284280936455,0.09878222590832186,1.162012492782531,0.6310890269151138,22.285714285714285
79,109.0,16311.8052,129+09055,MA-107,Northbound,SALEM,Boston St/Proctor St,MA-114/North St,0.575474893251915,2.0,30,25.392057218144174,15.402173913043478,0.1691770263169785,1.1420894239036972,0.8464019072714725,1.0389610389610389,25.988707165109034,17,0.1379583363969179,1.115869281829215,0.8662902388369678,0.04672897196261682
80,109.0,17360.8573,129+09056,MA-107,Northbound,SALEM,MA-114/North St,MA-1A/Northey St/Winter St,0.433470065281833,4.0,30,18.716205277642867,15.135297054418372,0.30593365605632017,1.282311218752703,0.6238735092547623,19.456046624575038,20.025588007237012,16.625766871165645,0.21507341324225737,1.1984666812942861,0.6675196002412337,5.055569914706643
