,State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Site_keys,LU
22,33,7,1005,11101,1,44.598665000000004,-71.513139,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,53,87,Y,53,61,0,0,,,Certification not required,0,54.320755000000005,22.973876,138.0,1980-03-28 00:00,113.0,1980-06-26 00:00,104.0,1980-03-22 00:00,86.0,1980-04-09 00:00,,,,,138.0,113.0,104.0,83.0,63.0,53.0,28.0,,"ST FRANCIS HALL, STATE STREET",New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2010-04-25,[ 44.598665 -71.513139],"{'Residential': 0.62, 'Industrial': 0.28, 'Evergreen forest land': 0.02, 'Mixed forest land': 0.08}"
23,33,7,1006,11101,3,44.599221,-71.502584,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,53,87,Y,53,61,0,0,,,Certification not required,0,47.45283,19.217945999999998,102.0,1980-06-26 00:00,98.0,1980-08-25 00:00,93.0,1980-11-23 00:00,86.0,1980-07-26 00:00,,,,,102.0,98.0,93.0,71.0,57.0,44.0,27.0,,WEMYSS DRIVE POWER LINE POLE NO 11X,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2010-04-25,[ 44.599221 -71.502584],"{'Industrial': 0.15, 'Mixed forest land': 0.85}"
24,33,7,1006,42401,3,44.599221,-71.502584,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1980,Parts per billion,No Events,7778,89,N,324,366,0,0,111.0,,Certification not required,0,70.12963,62.067240000000005,290.0,1980-03-15 11:00,269.0,1980-08-09 08:00,264.0,1980-02-17 14:00,260.0,1980-03-06 07:00,,,,,260.0,248.0,189.0,167.0,101.0,49.0,12.0,,WEMYSS DRIVE POWER LINE POLE NO 11X,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2013-02-16,[ 44.599221 -71.502584],"{'Industrial': 0.15, 'Mixed forest land': 0.85}"
25,33,7,1006,42401,3,44.599221,-71.502584,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - PULSED FLUORESCENT,1980,Parts per billion,No Events,7778,89,N,324,366,0,0,,,Certification not required,0,19.958601,32.58403,290.0,1980-03-15 11:00,290.0,1980-03-15 14:00,270.0,1980-03-15 12:00,270.0,1980-03-15 13:00,,,,,189.0,149.0,83.0,39.0,16.0,9.0,4.0,,WEMYSS DRIVE POWER LINE POLE NO 11X,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2013-02-16,[ 44.599221 -71.502584],"{'Industrial': 0.15, 'Mixed forest land': 0.85}"
26,33,7,1006,42401,3,44.599221,-71.502584,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,324,89,N,324,366,0,0,1.0,,Certification not required,0,19.985494,19.572639000000002,175.4,1980-03-15 00:00,122.7,1980-03-12 00:00,109.4,1980-03-11 00:00,103.0,1980-02-17 00:00,,,,,103.0,83.3,58.5,41.3,21.7,14.0,7.9,,WEMYSS DRIVE POWER LINE POLE NO 11X,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2013-02-16,[ 44.599221 -71.502584],"{'Industrial': 0.15, 'Mixed forest land': 0.85}"
27,33,7,1006,42401,3,44.599221,-71.502584,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,2582,88,N,323,366,0,0,,0.0,Certification not required,0,19.924748,28.974901000000003,276.6,1980-03-15 14:00,253.3,1980-03-11 17:00,240.6,1980-02-17 14:00,227.3,1980-02-17 17:00,,,,,166.0,125.0,74.3,40.0,18.6,10.3,5.0,,WEMYSS DRIVE POWER LINE POLE NO 11X,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2013-02-16,[ 44.599221 -71.502584],"{'Industrial': 0.15, 'Mixed forest land': 0.85}"
28,33,7,2003,11101,1,44.600609999999996,-71.505639,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,50,82,Y,50,61,0,0,,,Certification not required,0,50.62,22.08138,129.0,1980-06-26 00:00,106.0,1980-12-05 00:00,97.0,1980-09-06 00:00,93.0,1980-11-05 00:00,,,,,129.0,129.0,97.0,76.0,62.0,47.0,26.0,,BROOKLYN STREET,New Hampshire,Coos,Northumberland,"Berlin, NH-VT",2010-04-25,[ 44.60061  -71.505639],"{'Residential': 0.07, 'Industrial': 0.34, 'Mixed forest land': 0.59}"
0,33,9,3001,11101,1,43.750904999999996,-71.690912,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,57,61,0,0,,,Certification not required,0,42.754386,21.886298,137.0,1980-12-05 00:00,95.0,1980-03-04 00:00,81.0,1980-04-03 00:00,81.0,1980-12-23 00:00,,,,,137.0,95.0,81.0,78.0,46.0,36.0,22.0,,PLYMOUTH STATE COLL NEW SCI BLDG RT 25,New Hampshire,Grafton,Plymouth (census name for Plymouth Compact),"Claremont-Lebanon, NH-VT",2010-04-25,[ 43.750905 -71.690912],"{'Commercial and Services': 0.018691588785046728, 'Residential': 0.1308411214953271, 'Mixed forest land': 0.8504672897196262}"
1,33,9,3001,12403,2,43.750904999999996,-71.690912,WGS84,Sulfate (TSP) STP,24 HOUR,,Observed Values,HI-VOL - TURBIDIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,56,92,Y,56,61,0,0,,,Certification not required,0,6.503571,4.423243,25.3,1980-06-26 00:00,15.9,1980-07-02 00:00,14.6,1980-07-20 00:00,14.2,1980-03-10 00:00,,,,,25.3,15.9,14.6,12.1,8.3,6.0,2.0,,PLYMOUTH STATE COLL NEW SCI BLDG RT 25,New Hampshire,Grafton,Plymouth (census name for Plymouth Compact),"Claremont-Lebanon, NH-VT",2010-04-25,[ 43.750905 -71.690912],"{'Commercial and Services': 0.018691588785046728, 'Residential': 0.1308411214953271, 'Mixed forest land': 0.8504672897196262}"
0,33,9,7,11101,1,44.0434,-71.675081,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,27,44,N,27,61,0,0,,,Certification not required,0,28.148148,15.098914,65.0,1980-07-14 00:00,61.0,1980-08-25 00:00,54.0,1980-06-20 00:00,42.0,1980-06-02 00:00,,,,,65.0,65.0,61.0,54.0,36.0,27.0,12.0,,LIN-WOOD HIGH SCHOOL  MAIN ST  LINCOLN,New Hampshire,Grafton,Not in a city,"Claremont-Lebanon, NH-VT",2010-04-25,[ 44.0434   -71.675081],"{'Residential': 0.75, 'Industrial': 0.04, 'Transportation, communications and services': 0.07, 'Evergreen forest land': 0.14}"
0,33,11,8,11101,1,42.988417,-71.47479,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,58,95,Y,58,61,0,0,,,Certification not required,0,60.344828,34.313596000000004,228.0,1980-03-04 00:00,156.0,1980-11-23 00:00,131.0,1980-12-29 00:00,126.0,1980-12-23 00:00,,,,,228.0,156.0,131.0,89.0,70.0,53.0,31.0,,NOTRE DAME AVENUE,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.988417 -71.47479 ],"{'Commercial and Services': 0.1650485436893204, 'Residential': 0.5242718446601942, 'Industrial': 0.2524271844660194, 'Other urban or built-up land': 0.009708737864077669, 'Transportation, communications and services': 0.04854368932038835}"
1,33,11,9,11101,2,42.99064,-71.458955,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,86,100,Y,58,61,0,0,,,Certification not required,0,58.337208999999994,24.892526999999998,160.0,1980-11-23 00:00,133.0,1980-12-29 00:00,123.0,1980-01-14 00:00,112.0,1980-01-10 00:00,,,,,160.0,133.0,111.0,93.0,66.0,54.0,35.0,, 100 MERRIMACK ST.,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.99064  -71.458955],"{'Commercial and Services': 0.53, 'Residential': 0.47}"
2,33,11,9,12403,3,42.99064,-71.458955,WGS84,Sulfate (TSP) STP,24 HOUR,,Observed Values,HI-VOL - TURBIDIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,86,100,Y,58,61,0,0,,,Certification not required,0,8.702326,3.799349,19.9,1980-12-29 00:00,18.8,1980-03-10 00:00,18.3,1980-02-15 00:00,15.0,1980-02-21 00:00,,,,,19.9,18.8,15.0,13.8,11.2,8.4,4.3,, 100 MERRIMACK ST.,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.99064  -71.458955],"{'Commercial and Services': 0.53, 'Residential': 0.47}"
3,33,11,10,11101,1,42.989251,-71.435622,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,57,61,0,0,,,Certification not required,0,41.543859999999995,24.889807,161.0,1980-11-23 00:00,97.0,1980-12-29 00:00,85.0,1980-12-23 00:00,84.0,1980-12-17 00:00,,,,,161.0,97.0,85.0,78.0,48.0,37.0,21.0,,HANOVER STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.989251 -71.435622],"{'Residential': 0.9, 'Other urban or built-up land': 0.1}"
4,33,11,11,11101,1,42.987584000000005,-71.463678,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,87,100,Y,60,61,0,0,,,Certification not required,0,55.241379,25.522432000000002,144.0,1980-11-23 00:00,127.0,1980-02-21 00:00,127.0,1980-12-29 00:00,123.0,1980-01-10 00:00,,,,,144.0,127.0,115.0,89.0,61.0,48.0,31.0,,24 PLEASANT STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.987584 -71.463678],"{'Commercial and Services': 0.57, 'Streams and canals': 0.1, 'Industrial': 0.27, 'Other urban or built-up land': 0.06}"
5,33,11,11,11101,3,42.987584000000005,-71.463678,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,28,46,N,28,61,0,0,,,Certification not required,0,59.5,25.548067,150.0,1980-11-23 00:00,110.0,1980-12-23 00:00,91.0,1980-07-20 00:00,81.0,1980-09-30 00:00,,,,,150.0,150.0,110.0,91.0,66.0,54.0,30.0,,24 PLEASANT STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2010-04-25,[ 42.987584 -71.463678],"{'Commercial and Services': 0.57, 'Streams and canals': 0.1, 'Industrial': 0.27, 'Other urban or built-up land': 0.06}"
6,33,11,12,42401,1,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,Multiple Methods Used,1980,Parts per billion,No Events,6794,77,N,284,366,0,0,36.0,,Certification not required,0,40.894366,43.118082,301.0,1980-02-01 06:00,215.0,1980-03-04 08:00,211.0,1980-01-31 18:00,191.0,1980-02-04 20:00,,,,,211.0,191.0,137.0,90.0,46.0,29.0,6.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
7,33,11,12,42401,1,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,Multiple Methods Used,1980,Parts per billion,No Events,6794,77,N,284,366,0,0,,,Certification not required,0,13.913453,20.736672,301.0,1980-02-01 06:00,261.0,1980-02-01 07:00,215.0,1980-03-04 08:00,211.0,1980-01-31 18:00,,,,,125.0,83.0,38.0,25.0,16.0,9.0,0.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
8,33,11,12,42401,1,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,Multiple Methods Used,1980,Parts per billion,No Events,284,78,N,284,366,0,0,0.0,,Certification not required,0,13.927465,14.457889000000002,129.3,1980-02-01 00:00,96.2,1980-01-31 00:00,74.8,1980-02-04 00:00,74.3,1980-02-26 00:00,,,,,74.8,62.0,38.6,26.6,17.4,9.4,4.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
9,33,11,12,42401,1,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,Multiple Methods Used,1980,Parts per billion,No Events,2257,77,N,284,366,0,0,,0.0,Certification not required,0,13.88529,18.877323,241.0,1980-02-01 08:00,177.6,1980-01-31 20:00,161.0,1980-02-04 20:00,150.6,1980-12-22 11:00,,,,,116.0,77.6,39.0,26.6,16.0,8.3,4.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
10,33,11,12,42401,2,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - ULTRA VIOLET STIMULATED FLUORESCNC,1980,Parts per billion,No Events,2073,24,N,84,366,0,0,34.0,,Certification not required,0,77.785714,63.109595,301.0,1980-02-01 17:00,238.0,1980-12-22 10:00,223.0,1980-02-26 08:00,211.0,1980-01-30 19:00,,,,,301.0,238.0,211.0,180.0,104.0,55.0,21.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
11,33,11,12,42401,2,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - ULTRA VIOLET STIMULATED FLUORESCNC,1980,Parts per billion,No Events,2073,24,N,84,366,0,0,,,Certification not required,0,30.008201,33.849178,301.0,1980-02-01 17:00,291.0,1980-02-01 16:00,238.0,1980-12-22 10:00,223.0,1980-02-26 08:00,,,,,161.0,159.0,101.0,62.0,36.0,20.0,1.0,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
12,33,11,12,42401,2,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,84,23,N,84,366,0,0,0.0,,Certification not required,0,30.24881,23.157551,130.6,1980-02-01 00:00,108.1,1980-01-31 00:00,91.3,1980-02-26 00:00,82.7,1980-02-04 00:00,,,,,130.6,108.1,71.4,52.8,39.5,24.8,9.9,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
13,33,11,12,42401,2,42.992862,-71.46395600000001,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,687,23,N,84,366,0,0,,0.0,Certification not required,0,29.963028,30.861653000000004,254.3,1980-02-01 17:00,180.0,1980-12-22 11:00,177.6,1980-01-31 17:00,177.6,1980-01-31 20:00,,,,,161.0,134.3,91.0,62.3,37.6,21.0,3.3,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2013-02-16,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
14,33,11,12,44201,1,42.992862,-71.46395600000001,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - CHEMILUMINESCENCE,1980,Parts per million,No Events,5451,85,Y,182,214,0,0,4.0,4.0,Certification not required,0,0.053692,0.023691,0.134,1980-07-15 19:00,0.13,1980-07-27 11:00,0.13,1980-08-01 13:00,0.127,1980-06-25 22:00,,,,,0.13,0.127,0.106,0.081,0.064,0.049,0.038,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-08-18,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
15,33,11,12,44201,1,42.992862,-71.46395600000001,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1980,Parts per million,No Events,5447,85,Y,182,214,0,0,14.0,14.0,Certification not required,0,0.046060000000000004,0.020358,0.113,1980-07-27 09:00,0.10800000000000001,1980-08-01 10:00,0.10400000000000001,1980-07-15 13:00,0.10099999999999999,1980-06-26 10:00,,,,,0.10800000000000001,0.10099999999999999,0.09,0.073,0.055,0.045,0.033,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-08-18,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
16,33,11,12,44201,1,42.992862,-71.46395600000001,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1980,Parts per million,No Events,5447,85,Y,182,214,0,0,17.0,17.0,Certification not required,0,0.046060000000000004,0.020358,0.113,1980-07-27 09:00,0.10800000000000001,1980-08-01 10:00,0.10400000000000001,1980-07-15 13:00,0.10099999999999999,1980-06-26 10:00,,,,,0.10800000000000001,0.10099999999999999,0.09,0.073,0.055,0.045,0.033,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-08-18,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
17,33,11,12,44201,1,42.992862,-71.46395600000001,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1980,Parts per million,No Events,3862,85,Y,181,214,0,0,23.0,23.0,Certification not required,0,0.045155,0.021209,0.113,1980-07-27 09:00,0.10800000000000001,1980-08-01 10:00,0.10400000000000001,1980-07-15 13:00,0.10099999999999999,1980-06-26 10:00,,,,,0.10800000000000001,0.10099999999999999,0.09,0.073,0.055,0.044000000000000004,0.032,,SPRING STREET,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-08-18,[ 42.992862 -71.463956],"{'Commercial and Services': 0.54, 'Streams and canals': 0.14, 'Industrial': 0.32}"
18,33,11,13,42101,2,42.994251,-71.462011,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1980,Parts per million,No Events,8697,99,Y,362,366,0,0,0.0,0.0,Certification not required,0,2.598643,2.489967,26.0,1980-01-11 17:00,24.9,1980-11-20 18:00,24.5,1980-01-11 16:00,22.1,1980-01-17 17:00,,,,,11.2,9.0,7.0,5.9,3.7,2.0,0.0,,1157 ELM ST.,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-04-19,[ 42.994251 -71.462011],"{'Commercial and Services': 0.66, 'Residential': 0.13, 'Industrial': 0.21}"
19,33,11,13,42101,2,42.994251,-71.462011,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1980,Parts per million,No Events,8694,99,Y,362,366,0,0,47.0,47.0,Certification not required,0,2.605556,1.9025490000000003,12.9,1980-01-17 20:00,12.6,1980-01-17 21:00,12.4,1980-01-17 19:00,12.3,1980-11-21 00:00,12.9,1980-01-17 20:00,12.3,1980-11-21 00:00,8.5,7.6,6.4,5.1,3.6,2.1,0.5,,1157 ELM ST.,New Hampshire,Hillsborough,Manchester,"Manchester-Nashua, NH",2016-04-19,[ 42.994251 -71.462011],"{'Commercial and Services': 0.66, 'Residential': 0.13, 'Industrial': 0.21}"
20,33,11,1005,42401,1,42.752866999999995,-71.462843,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1980,Parts per billion,No Events,7170,82,N,291,366,0,0,11.0,,Certification not required,0,29.591065000000004,18.326195000000002,107.0,1980-01-02 07:00,100.0,1980-12-22 12:00,100.0,1980-12-29 10:00,97.0,1980-01-07 03:00,,,,,100.0,86.0,63.0,53.0,42.0,27.0,10.0,,18 MULBERRY ST,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2013-02-16,[ 42.752867 -71.462843],"{'Commercial and Services': 0.25, 'Residential': 0.71, 'Other urban or built-up land': 0.03, 'Lakes': 0.01}"
21,33,11,1005,42401,1,42.752866999999995,-71.462843,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - PULSED FLUORESCENT,1980,Parts per billion,No Events,7170,82,N,291,366,0,0,,,Certification not required,0,15.314644,12.002709,107.0,1980-01-02 07:00,100.0,1980-12-22 12:00,100.0,1980-12-29 10:00,97.0,1980-01-07 03:00,,,,,55.0,47.0,38.0,32.0,22.0,13.0,4.0,,18 MULBERRY ST,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2013-02-16,[ 42.752867 -71.462843],"{'Commercial and Services': 0.25, 'Residential': 0.71, 'Other urban or built-up land': 0.03, 'Lakes': 0.01}"
22,33,11,1005,42401,1,42.752866999999995,-71.462843,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,291,80,N,291,366,0,0,0.0,,Certification not required,0,15.253607999999998,9.246561999999999,49.1,1980-12-29 00:00,42.6,1980-01-02 00:00,42.3,1980-12-28 00:00,41.8,1980-01-07 00:00,,,,,42.3,40.4,32.2,27.5,21.7,13.3,4.6,,18 MULBERRY ST,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2013-02-16,[ 42.752867 -71.462843],"{'Commercial and Services': 0.25, 'Residential': 0.71, 'Other urban or built-up land': 0.03, 'Lakes': 0.01}"
23,33,11,1005,42401,1,42.752866999999995,-71.462843,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,2376,81,N,291,366,0,0,,0.0,Certification not required,0,15.255260999999999,11.260822000000001,95.0,1980-12-29 11:00,84.3,1980-01-02 08:00,75.6,1980-01-07 05:00,73.0,1980-12-28 02:00,,,,,51.6,44.0,36.0,30.6,20.6,13.0,4.0,,18 MULBERRY ST,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2013-02-16,[ 42.752867 -71.462843],"{'Commercial and Services': 0.25, 'Residential': 0.71, 'Other urban or built-up land': 0.03, 'Lakes': 0.01}"
24,33,11,1007,11101,1,42.758145,-71.465621,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,57,61,0,0,,,Certification not required,0,56.421053,22.629742999999998,159.0,1980-11-23 00:00,122.0,1980-12-23 00:00,104.0,1980-03-16 00:00,87.0,1980-12-29 00:00,,,,,159.0,122.0,104.0,83.0,65.0,51.0,37.0,, MAIN STREET,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2010-04-25,[ 42.758145 -71.465621],"{'Commercial and Services': 0.27, 'Residential': 0.52, 'Industrial': 0.21}"
25,33,11,1007,11101,2,42.758145,-71.465621,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,55,90,Y,55,61,0,0,,,Certification not required,0,55.18181800000001,22.166951,142.0,1980-11-23 00:00,120.0,1980-12-23 00:00,88.0,1980-02-21 00:00,88.0,1980-12-29 00:00,,,,,142.0,120.0,88.0,87.0,65.0,50.0,34.0,, MAIN STREET,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2010-04-25,[ 42.758145 -71.465621],"{'Commercial and Services': 0.27, 'Residential': 0.52, 'Industrial': 0.21}"
26,33,11,1007,12403,2,42.758145,-71.465621,WGS84,Sulfate (TSP) STP,24 HOUR,,Observed Values,HI-VOL - TURBIDIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,57,61,0,0,,,Certification not required,0,13.385964999999999,16.459609,85.0,1980-06-26 00:00,67.0,1980-06-20 00:00,54.0,1980-06-02 00:00,50.0,1980-06-08 00:00,,,,,85.0,67.0,54.0,26.1,13.1,7.6,3.6,, MAIN STREET,New Hampshire,Hillsborough,Nashua,"Manchester-Nashua, NH",2010-04-25,[ 42.758145 -71.465621],"{'Commercial and Services': 0.27, 'Residential': 0.52, 'Industrial': 0.21}"
0,33,13,1,11101,2,43.103415999999996,-71.463402,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,57,61,0,0,,,Certification not required,0,51.561403999999996,21.936611,130.0,1980-05-27 00:00,108.0,1980-06-26 00:00,92.0,1980-07-14 00:00,89.0,1980-11-23 00:00,,,,,130.0,108.0,92.0,85.0,60.0,45.0,29.0,,CANAL STREET,New Hampshire,Merrimack,Not in a city,"Concord, NH",2010-04-25,[ 43.103416 -71.463402],"{'Residential': 0.32, 'Streams and canals': 0.12, 'Forested wetland': 0.01, 'Cropland and pasture': 0.47, 'Reservoirs': 0.08}"
