,State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Site_keys,LU
0,1,9,2,11101,1,33.949542,-86.473042,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,61,100,Y,61,61,0,0,,,Certification not required,0,54.95081999999999,21.074017,129.0,1980-12-05 00:00,85.0,1980-07-14 00:00,84.0,1980-04-21 00:00,83.0,1980-05-09 00:00,,,,,129.0,85.0,83.0,81.0,72.0,53.0,30.0,,5TH E & 4TH ST NORTH,Alabama,Blount,Oneonta,"Birmingham-Hoover, AL",2010-04-25,[ 33.949542 -86.473042],"{'Commercial and Services': 0.7, 'Residential': 0.28, 'Other urban or built-up land': 0.01, 'Mixed forest land': 0.01}"
0,1,15,1,11101,1,33.656771,-85.824409,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,53,87,Y,53,61,0,0,,,Certification not required,0,77.433962,36.818948999999996,146.0,1980-05-21 00:00,141.0,1980-07-14 00:00,140.0,1980-05-27 00:00,138.0,1980-07-08 00:00,,,,,146.0,141.0,140.0,136.0,104.0,67.0,33.0,,309 EAST 8TH STREET,Alabama,Calhoun,Anniston,"Anniston-Oxford-Jacksonville, AL",2010-04-25,[ 33.656771 -85.824409],"{'Commercial and Services': 0.3386243386243386, 'Residential': 0.5291005291005291, 'Industrial': 0.13227513227513227}"
1,1,15,2,11101,1,33.685659,-85.837744,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,60,98,Y,60,61,0,0,,,Certification not required,0,52.933333,20.288484,106.0,1980-12-05 00:00,92.0,1980-04-21 00:00,88.0,1980-07-14 00:00,87.0,1980-08-01 00:00,,,,,106.0,92.0,88.0,82.0,69.0,52.0,29.0,,BLUE MTN POST OFFICE,Alabama,Calhoun,Anniston,"Anniston-Oxford-Jacksonville, AL",2010-04-25,[ 33.685659 -85.837744],"{'Residential': 0.6172839506172839, 'Industrial': 0.006172839506172839, 'Cropland and pasture': 0.3765432098765432}"
0,1,21,2,11101,1,32.83957,-86.62887099999999,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,57,93,Y,56,61,0,0,,,Certification not required,0,47.631578999999995,16.838128,91.0,1980-06-14 00:00,83.0,1980-04-21 00:00,83.0,1980-07-14 00:00,73.0,1980-05-09 00:00,,,,,91.0,83.0,83.0,73.0,59.0,46.0,26.0,,1ST AVE & 5TH AVE,Alabama,Chilton,Clanton,"Birmingham-Hoover, AL",2010-04-25,[ 32.83957  -86.628871],"{'Commercial and Services': 0.58, 'Residential': 0.32, 'Other urban or built-up land': 0.02, 'Cropland and pasture': 0.02, 'Mixed forest land': 0.06}"
0,1,23,1,11101,1,32.209311,-88.051961,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,52,85,Y,51,61,0,0,,,Certification not required,0,41.153846,13.892281,76.0,1980-07-14 00:00,73.0,1980-05-27 00:00,67.0,1980-08-07 00:00,66.0,1980-04-21 00:00,,,,,76.0,73.0,67.0,65.0,47.0,41.0,25.0,,P.O. BOX 111,Alabama,Choctaw,Not in a city,,2010-04-25,[ 32.209311 -88.051961],"{'Mixed urban or built-up land': 0.04375, 'Cropland and pasture': 0.33125, 'Mixed forest land': 0.625}"
0,1,31,2,42401,1,31.056846999999998,-87.259142,WGS84,Sulfur dioxide,24 HOUR,SO2 24-hour 1971,Daily Average of observed values,GAS-BUBBLER - PARAROSANILINE-SULFAMIC TEMP. CONT,1980,Parts per billion,No Events,31,51,N,31,61,0,0,0.0,,Certification not required,0,0.587097,1.532045,8.2,1980-08-01 00:00,2.1,1980-04-21 00:00,1.7,1980-08-07 00:00,1.6,1980-07-14 00:00,,,,,8.2,8.2,2.1,1.6,0.7,0.0,0.0,,UNKNOWN,Alabama,Coffee,Enterprise,"Enterprise, AL",2010-10-13,[ 31.056847 -87.259142],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
1,1,31,2,42401,1,31.056846999999998,-87.259142,WGS84,Sulfur dioxide,24 HOUR,SO2 Annual 1971,Observed Values,GAS-BUBBLER - PARAROSANILINE-SULFAMIC TEMP. CONT,1980,Parts per billion,No Events,31,51,N,31,61,0,0,,,Certification not required,0,0.587097,1.532045,8.2,1980-08-01 00:00,2.1,1980-04-21 00:00,1.7,1980-08-07 00:00,1.6,1980-07-14 00:00,,,,,8.2,8.2,2.1,1.6,0.7,0.0,0.0,,UNKNOWN,Alabama,Coffee,Enterprise,"Enterprise, AL",2010-10-13,[ 31.056847 -87.259142],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
2,1,31,2,42402,1,31.056846999999998,-87.259142,WGS84,Hydrogen sulfide,2 HOUR,,Observed Values,GAS-BUBBLER - METHYLENE BLUE(100ML TUBE+ORIFICE),1980,Parts per million,No Events,31,1,N,0,366,0,0,,,Certification not required,0,0.000739,0.002133,0.0112,1980-07-08 14:00,0.005,1980-07-14 14:00,0.0009,1980-08-31 14:00,0.0007,1980-08-25 14:00,,,,,0.0112,0.0112,0.005,0.0007,0.0004,0.0001,0.0001,,UNKNOWN,Alabama,Coffee,Enterprise,"Enterprise, AL",2016-03-03,[ 31.056847 -87.259142],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
0,1,33,27,11101,1,34.720368,-87.819755,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,27,44,N,27,61,0,0,,,Certification not required,0,38.777778000000005,16.479201999999997,77.0,1980-04-21 00:00,65.0,1980-05-03 00:00,63.0,1980-05-15 00:00,63.0,1980-06-14 00:00,,,,,77.0,77.0,65.0,63.0,52.0,34.0,22.0,,2.3 MI SE OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2010-04-25,[ 34.720368 -87.819755],"{'Cropland and pasture': 0.69, 'Mixed forest land': 0.31}"
1,1,33,27,42401,1,34.720368,-87.819755,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6176,70,N,256,366,0,0,27.0,,Certification not required,0,26.992188,42.720431,300.0,1980-09-18 14:00,260.0,1980-03-14 14:00,210.0,1980-04-20 10:00,200.0,1980-02-12 13:00,,,,,210.0,160.0,100.0,70.0,30.0,10.0,0.0,,2.3 MI SE OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.720368 -87.819755],"{'Cropland and pasture': 0.69, 'Mixed forest land': 0.31}"
2,1,33,27,42401,1,34.720368,-87.819755,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6176,70,N,256,366,0,0,,,Certification not required,0,4.579016,13.548566000000001,300.0,1980-09-18 14:00,260.0,1980-03-14 14:00,210.0,1980-04-20 10:00,200.0,1980-02-12 13:00,,,,,60.0,40.0,20.0,10.0,10.0,0.0,0.0,,2.3 MI SE OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.720368 -87.819755],"{'Cropland and pasture': 0.69, 'Mixed forest land': 0.31}"
3,1,33,27,42401,1,34.720368,-87.819755,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,256,70,N,256,366,0,0,0.0,,Certification not required,0,4.583594000000001,5.30256,30.0,1980-03-14 00:00,23.3,1980-09-18 00:00,22.1,1980-04-20 00:00,21.7,1980-02-26 00:00,,,,,22.1,20.0,15.8,12.5,6.3,2.9,0.0,,2.3 MI SE OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.720368 -87.819755],"{'Cropland and pasture': 0.69, 'Mixed forest land': 0.31}"
4,1,33,27,42401,1,34.720368,-87.819755,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,2034,69,N,256,366,0,0,,0.0,Certification not required,0,4.5255160000000005,11.203123,176.6,1980-09-18 14:00,123.3,1980-02-26 14:00,116.6,1980-04-20 11:00,113.3,1980-03-14 14:00,,,,,56.6,36.6,20.0,10.0,6.6,0.0,0.0,,2.3 MI SE OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.720368 -87.819755],"{'Cropland and pasture': 0.69, 'Mixed forest land': 0.31}"
5,1,33,33,11101,1,34.761756,-87.639195,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,44,72,N,44,61,0,0,,,Certification not required,0,63.204544999999996,23.42785,113.0,1980-07-14 00:00,108.0,1980-08-13 00:00,103.0,1980-04-21 00:00,100.0,1980-07-08 00:00,,,,,113.0,113.0,103.0,95.0,82.0,62.0,34.0,,1.1 MI SSE OF OACD,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2010-04-25,[ 34.761756 -87.639195],"{'Residential': 0.019230769230769232, 'Industrial': 0.028846153846153848, 'Cropland and pasture': 0.7211538461538461, 'Mixed forest land': 0.23076923076923078}"
6,1,33,35,42401,1,34.772033,-87.901423,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6037,69,N,252,366,0,0,27.0,,Certification not required,0,27.619048,52.209028,400.0,1980-09-04 11:00,350.0,1980-09-03 12:00,320.0,1980-08-27 12:00,240.0,1980-03-12 09:00,,,,,320.0,190.0,110.0,80.0,20.0,10.0,0.0,,TVA 3.5 MI WNW OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.772033 -87.901423],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
7,1,33,35,42401,1,34.772033,-87.901423,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6037,69,N,252,366,0,0,,,Certification not required,0,4.710948999999999,15.225392000000001,400.0,1980-09-04 11:00,350.0,1980-09-03 12:00,320.0,1980-08-27 12:00,240.0,1980-03-12 09:00,,,,,60.0,40.0,20.0,10.0,10.0,0.0,0.0,,TVA 3.5 MI WNW OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.772033 -87.901423],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
8,1,33,35,42401,1,34.772033,-87.901423,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,252,69,N,252,366,0,0,0.0,,Certification not required,0,4.73373,6.131391000000001,35.8,1980-09-04 00:00,30.0,1980-03-12 00:00,29.6,1980-08-27 00:00,27.5,1980-03-09 00:00,,,,,29.6,24.2,16.7,12.5,7.1,2.1,0.0,,TVA 3.5 MI WNW OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.772033 -87.901423],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
9,1,33,35,42401,1,34.772033,-87.901423,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,1980,68,N,252,366,0,0,,0.0,Certification not required,0,4.711919,12.069886,163.3,1980-08-27 14:00,146.6,1980-03-12 11:00,140.0,1980-09-04 11:00,126.6,1980-09-03 14:00,,,,,60.0,36.6,20.0,10.0,6.6,0.0,0.0,,TVA 3.5 MI WNW OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.772033 -87.901423],"{'Cropland and pasture': 0.53, 'Mixed forest land': 0.47}"
10,1,33,36,11101,1,34.716757,-87.881701,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,14,23,N,14,61,0,0,,,Certification not required,0,38.642857,12.743669,64.0,1980-12-17 00:00,58.0,1980-10-12 00:00,51.0,1980-09-24 00:00,46.0,1980-12-29 00:00,,,,,64.0,64.0,64.0,58.0,46.0,39.0,23.0,,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2010-04-25,[ 34.716757 -87.881701],{'Cropland and pasture': 1.0}
11,1,33,36,42401,1,34.716757,-87.881701,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6374,73,N,267,366,0,0,45.0,,Certification not required,0,45.131085999999996,70.579513,450.0,1980-09-15 09:00,390.0,1980-02-02 14:00,360.0,1980-07-24 10:00,360.0,1980-08-23 09:00,,,,,360.0,270.0,200.0,150.0,40.0,20.0,0.0,,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.716757 -87.881701],{'Cropland and pasture': 1.0}
12,1,33,36,42401,1,34.716757,-87.881701,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6374,73,N,267,366,0,0,,,Certification not required,0,8.465641999999999,22.694645,450.0,1980-09-15 09:00,390.0,1980-02-02 14:00,360.0,1980-07-24 10:00,360.0,1980-08-23 09:00,,,,,110.0,60.0,30.0,20.0,10.0,0.0,0.0,,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.716757 -87.881701],{'Cropland and pasture': 1.0}
13,1,33,36,42401,1,34.716757,-87.881701,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,267,73,N,267,366,0,0,0.0,,Certification not required,0,8.55206,10.363921000000001,58.8,1980-09-06 00:00,53.6,1980-02-29 00:00,48.8,1980-09-15 00:00,48.3,1980-02-02 00:00,,,,,48.8,40.8,33.8,21.7,11.3,5.4,0.0,,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.716757 -87.881701],{'Cropland and pasture': 1.0}
14,1,33,36,42401,1,34.716757,-87.881701,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,2095,72,N,266,366,0,0,,0.0,Certification not required,0,8.437709,18.629436,256.6,1980-07-24 11:00,253.3,1980-09-15 11:00,200.0,1980-02-02 14:00,193.3,1980-09-06 14:00,,,,,93.3,63.3,33.3,20.0,10.0,3.3,0.0,,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.716757 -87.881701],{'Cropland and pasture': 1.0}
15,1,33,37,11101,1,34.689813,-87.849756,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,29,48,N,29,61,0,0,,,Certification not required,0,41.793103,23.484614,122.0,1980-05-15 00:00,86.0,1980-04-21 00:00,80.0,1980-05-03 00:00,59.0,1980-06-14 00:00,,,,,122.0,122.0,86.0,80.0,52.0,37.0,23.0,,3.7 MI S OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2010-04-25,[ 34.689813 -87.849756],"{'Cropland and pasture': 0.33, 'Mixed forest land': 0.67}"
16,1,33,37,42401,1,34.689813,-87.849756,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6484,74,N,272,366,0,0,36.0,,Certification not required,0,32.132353,53.72346999999999,370.0,1980-06-30 11:00,280.0,1980-09-05 13:00,250.0,1980-01-18 12:00,250.0,1980-02-10 14:00,,,,,250.0,220.0,140.0,90.0,30.0,10.0,0.0,,3.7 MI S OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.689813 -87.849756],"{'Cropland and pasture': 0.33, 'Mixed forest land': 0.67}"
17,1,33,37,42401,1,34.689813,-87.849756,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - COULOMETRIC,1980,Parts per billion,No Events,6484,74,N,272,366,0,0,,,Certification not required,0,5.999383,16.846129,370.0,1980-06-30 11:00,280.0,1980-09-05 13:00,270.0,1980-06-30 10:00,250.0,1980-01-18 12:00,,,,,80.0,50.0,20.0,10.0,10.0,0.0,0.0,,3.7 MI S OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.689813 -87.849756],"{'Cropland and pasture': 0.33, 'Mixed forest land': 0.67}"
18,1,33,37,42401,1,34.689813,-87.849756,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,272,74,N,272,366,0,0,0.0,,Certification not required,0,6.0036760000000005,7.2144580000000005,42.9,1980-02-17 00:00,39.6,1980-02-10 00:00,32.1,1980-01-31 00:00,31.7,1980-03-01 00:00,,,,,32.1,29.2,22.9,15.0,7.5,4.2,0.0,,3.7 MI S OF COLBERT STEAM PLANT,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2013-02-16,[ 34.689813 -87.849756],"{'Cropland and pasture': 0.33, 'Mixed forest land': 0.67}"
